steps,iteration,phase,mean_reward,vf_loss,entropy,kl
32768000,500,2,3029.42,233.1977,32.6075,0.0225
32833536,501,2,2890.29,230.5349,32.6120,0.0213
32899072,502,2,3054.62,209.8455,32.6133,0.0237
32964608,503,2,3097.06,217.0319,32.6152,0.0228
33030144,504,2,3191.68,244.9231,32.6212,0.0238
33095680,505,2,3217.53,240.9899,32.6268,0.0239
33161216,506,2,2945.85,213.5002,32.6311,0.0245
33226752,507,2,3119.99,256.4667,32.6345,0.0240
33292288,508,2,2933.51,205.1588,32.6419,0.0210
33357824,509,2,3114.46,238.4647,32.6399,0.0232
33423360,510,2,3087.09,238.0733,32.6338,0.0233
33488896,511,2,3186.68,246.5005,32.6333,0.0215
33554432,512,2,3225.41,239.7526,32.6345,0.0215
33619968,513,2,2968.91,228.3229,32.6319,0.0227
33685504,514,2,2925.68,210.0564,32.6410,0.0211
33751040,515,2,2886.80,244.4171,32.6458,0.0203
33816576,516,2,2904.98,237.0947,32.6588,0.0208
33882112,517,2,2877.47,237.1233,32.6657,0.0196
33947648,518,2,3056.92,252.1704,32.6754,0.0202
34013184,519,2,2916.09,227.6818,32.6821,0.0213
34078720,520,2,2793.45,230.6636,32.6825,0.0219
34144256,521,2,2693.89,235.2252,32.6810,0.0212
34209792,522,2,2621.21,196.4521,32.6824,0.0195
34275328,523,2,2727.81,236.1732,32.6790,0.0224
34340864,524,2,2906.90,243.4220,32.6801,0.0208
34406400,525,2,2741.68,214.6809,32.6828,0.0204
34471936,526,2,2866.78,217.2660,32.6791,0.0201
34537472,527,2,2936.71,243.5280,32.6778,0.0206
34603008,528,2,2642.77,248.1609,32.6738,0.0191
34668544,529,2,2701.11,207.8207,32.6696,0.0175
34734080,530,2,2949.88,243.8431,32.6684,0.0199
34799616,531,2,3213.61,249.0340,32.6676,0.0231
34865152,532,2,3236.52,249.6833,32.6647,0.0205
34930688,533,2,3287.97,248.6493,32.6619,0.0213
34996224,534,2,3128.50,239.6224,32.6694,0.0203
35061760,535,2,3033.73,218.8327,32.6660,0.0199
35127296,536,2,3252.76,263.0178,32.6667,0.0188
35192832,537,2,3288.53,241.0384,32.6623,0.0249
35258368,538,2,3332.05,262.5385,32.6545,0.0206
35323904,539,2,2890.52,230.3541,32.6587,0.0219
35389440,540,2,3134.43,259.2873,32.6652,0.0207
35454976,541,2,3074.48,232.5661,32.6693,0.0211
35520512,542,2,3203.08,255.6322,32.6666,0.0217
35586048,543,2,3244.01,237.0896,32.6703,0.0205
35651584,544,2,3150.54,222.6325,32.6737,0.0216
35717120,545,2,3359.29,252.6422,32.6743,0.0220
35782656,546,2,3370.65,251.1176,32.6715,0.0232
35848192,547,2,3278.50,245.3480,32.6672,0.0197
35913728,548,2,3292.80,250.4621,32.6692,0.0220
35979264,549,2,3230.37,261.0327,32.6737,0.0234
36044800,550,2,3310.14,257.3111,32.6743,0.0203
36110336,551,2,3113.88,240.6715,32.6701,0.0203
36175872,552,2,3048.94,232.6048,32.6670,0.0205
36241408,553,2,3004.64,241.1688,32.6662,0.0203
36306944,554,2,3141.57,251.0889,32.6681,0.0205
36372480,555,2,3174.80,256.2835,32.6716,0.0213
36438016,556,2,3237.87,239.5363,32.6742,0.0221
36503552,557,2,3294.09,248.1838,32.6780,0.0192
36569088,558,2,3328.75,240.6757,32.6782,0.0191
36634624,559,2,3263.22,265.0368,32.6809,0.0185
36700160,560,2,3144.27,228.5842,32.6851,0.0205
36765696,561,2,3172.03,247.3288,32.6844,0.0209
36831232,562,2,3280.51,244.9411,32.6855,0.0193
36896768,563,2,3230.17,253.8313,32.6828,0.0194
36962304,564,2,3198.90,250.3420,32.6818,0.0200
37027840,565,2,3331.40,253.7352,32.6723,0.0192
37093376,566,2,3268.36,242.2356,32.6672,0.0193
37158912,567,2,3262.12,243.1084,32.6690,0.0215
37224448,568,2,2983.94,245.0494,32.6731,0.0181
37289984,569,2,3133.19,254.1610,32.6800,0.0192
37355520,570,2,3174.14,256.0325,32.6839,0.0180
37421056,571,2,3126.78,221.3941,32.6858,0.0199
37486592,572,2,3206.76,257.7639,32.6916,0.0187
37552128,573,2,3331.53,267.2005,32.6894,0.0199
37617664,574,2,3254.76,235.5227,32.6935,0.0184
37683200,575,2,3171.01,259.4416,32.7028,0.0183
37748736,576,2,3149.32,251.0573,32.7082,0.0185
37814272,577,2,3169.77,263.3416,32.7069,0.0213
37879808,578,2,3115.75,235.0431,32.7150,0.0191
37945344,579,2,3228.78,260.8343,32.7238,0.0185
38010880,580,2,3279.24,264.6268,32.7268,0.0183
38076416,581,2,3235.53,247.3825,32.7290,0.0190
38141952,582,2,3137.69,248.7425,32.7264,0.0179
38207488,583,2,3025.68,228.0788,32.7221,0.0173
38273024,584,2,2878.03,227.5248,32.7188,0.0196
38338560,585,2,3053.25,242.7223,32.7223,0.0191
38404096,586,2,3214.50,253.8573,32.7276,0.0192
38469632,587,2,3081.31,251.5744,32.7331,0.0182
38535168,588,2,3025.52,259.5731,32.7382,0.0182
38600704,589,2,3024.10,255.9244,32.7417,0.0205
38666240,590,2,3002.37,250.4593,32.7444,0.0195
38731776,591,2,3236.64,253.4569,32.7468,0.0203
38797312,592,2,3294.19,263.5180,32.7472,0.0201
38862848,593,2,3240.32,260.8967,32.7510,0.0190
38928384,594,2,3056.32,246.6197,32.7507,0.0195
38993920,595,2,3026.34,245.7517,32.7583,0.0178
39059456,596,2,2897.47,252.5525,32.7624,0.0196
39124992,597,2,2988.66,244.4766,32.7680,0.0187
39190528,598,2,3235.22,277.8116,32.7679,0.0192
39256064,599,2,3115.01,245.5409,32.7623,0.0198
39321600,600,2,2920.99,239.0476,32.7629,0.0185
39387136,601,2,2805.59,244.7651,32.7643,0.0177
39452672,602,2,2860.04,255.0732,32.7659,0.0188
39518208,603,2,3047.44,254.6448,32.7643,0.0180
39583744,604,2,3129.13,247.1479,32.7658,0.0190
39649280,605,2,3181.04,267.6379,32.7612,0.0200
39714816,606,2,3091.93,254.7931,32.7579,0.0214
